,prob,Longitude,Latitude
0,0.120709405,120.821952,15.206492
1,0.147538518,120.812218,15.213695
2,0.293413699,120.881392,15.297225
3,0.607314522,120.880795,15.294618
4,0.522232705,120.872695,15.288898
5,0.446100845,120.865698,15.29352
6,0.721120587,120.858077,15.235893
7,0.526694696,120.932845,15.36425
8,0.427938717,120.87599,15.252882
9,0.790640533,120.83688,15.218912
10,0.641576651,120.918982,15.310002
11,0.005022014,120.914155,15.282665
12,0.578779935,120.92937,15.366782
13,0.393094609,120.887237,15.353565
14,0.451861105,120.90122,15.315073
15,0.360669058,120.850585,15.25017
16,0.01962555,120.864335,15.320717
17,0.024388298,120.808528,15.21078
18,0.717882833,120.835423,15.21994
19,0.106777248,120.908152,15.284592
20,0.347619895,120.878563,15.28416
21,0.368297213,120.883848,15.264402
22,0.678137706,120.87923,15.267228
23,0.137026226,120.811048,15.214037
24,0.100633773,120.81266,15.213152
25,0.424693947,120.921643,15.350725
26,0.503492794,120.901337,15.344648
27,0.694020669,120.840103,15.215493
28,0.686470522,120.841305,15.214125
29,0.671665616,120.86061,15.258837
30,0.189105635,120.877653,15.273252
31,0.396263639,120.875013,15.265565
32,0.314143202,120.909982,15.066332
33,0.224083759,120.929033,15.065735
34,0.020298973,120.904057,15.016565
35,0.047740522,120.908035,15.080898
36,0.066928511,120.930455,15.056157
37,0.587771806,120.914047,15.031047
38,0.194854794,120.934798,15.063485
39,0.035526198,120.928162,15.065218
40,0.001152406,120.928693,15.071607
41,0.365246941,120.916783,15.015017
42,0.089497786,120.87066,14.985092
43,0.783547307,120.730935,14.952662
44,0.096292919,120.760615,14.93403
45,0.74833925,120.745557,14.930302
46,0.578571384,120.765037,14.948032
47,0.589102363,120.760988,14.934375
48,0.380104641,120.782155,15.175993
49,0.30947407,120.782812,15.171018
50,0.50683167,120.78189,15.172872
51,0.64564095,120.811283,15.193148
52,0.534501211,120.782332,15.172032
53,0.55935697,120.782528,15.171547
54,0.751069362,120.647853,15.030082
55,0.336843344,120.661285,14.99927
56,0.34253335,120.623367,15.04004
57,0.094904419,120.622668,15.040515
58,0.610238027,120.631398,15.038388
59,0.653414277,120.642548,15.039945
60,0.173716093,120.653152,15.037232
61,0.365749519,120.635985,15.057583
62,0.259007695,120.653637,15.037528
63,0.676744531,120.646275,15.031818
64,0.5376488,120.646155,15.0321
65,0.042107155,120.905645,15.04256
66,0.391812997,120.862265,15.042258
67,0.202158385,120.896808,15.051253
68,0.014467988,120.906687,15.03284
69,0.445937926,120.876243,15.024585
70,0.010553832,120.902815,15.038127
71,0.801649577,120.904785,15.02717
72,0.059083627,120.857892,15.026252
73,0.059433138,120.858022,15.026295
74,0.115552281,120.920073,15.037678
75,0.203664425,120.898018,15.048998
76,0.614506501,120.873423,15.041263
77,0.469400075,120.876747,15.025578
78,0.55775707,120.886152,15.041062
79,0.616931382,120.873477,15.041438
80,0.516289622,120.876512,15.023922
81,0.525126041,120.881092,15.04512
82,0.047481696,120.85876,15.022452
83,0.642335339,120.87359,15.04206
84,0.493898032,120.872307,15.037348
85,0.653131266,120.873752,15.042553
86,0.445377796,120.863525,15.040422
87,0.066150549,120.904175,15.043552
88,0.431096428,120.890738,15.035328
89,0.000933277,120.903788,15.038132
90,0.067281096,120.89597,15.041293
91,0.215290242,120.861002,15.043187
92,0.265987837,120.865375,15.036135
93,0.733257184,120.884437,15.033033
94,0.04633297,120.835648,15.031495
95,0.242876938,120.896312,15.051563
96,0.62442766,120.872855,15.038757
97,0.560521222,120.8679,15.057697
98,0.775307351,120.883093,15.048435
99,0.015170312,120.90314,15.035135
100,0.184055146,120.857103,15.048868
101,0.020881314,120.857313,15.030775
102,0.046171011,120.835812,15.031455
103,0.099327049,120.899957,15.042788
104,0.218469893,120.895107,15.05165
105,0.188469325,120.895093,15.052885
106,0.241865704,120.87046,15.025518
107,0.057579786,120.858607,15.022515
108,0.701041628,120.882593,15.051217
109,0.621904083,120.88691,15.039588
110,0.436452198,120.872157,15.042235
111,0.407054892,120.87919,15.042075
112,0.033967617,120.856997,15.03101
113,0.209822629,120.861982,15.035485
114,0.509024759,120.876767,15.021998
115,0.055575439,120.857835,15.026557
116,0.083252473,120.861272,15.035335
117,0.156111738,120.898797,15.046353
118,0.260296193,120.89589,15.04937
119,0.586209296,120.901555,15.059612
120,0.293279085,120.86896,15.025448
121,0.295252648,120.8976,15.064258
122,0.591676545,120.873442,15.034987
123,0.332507381,120.86087,15.04408
124,0.181504529,120.89617,15.059023
125,0.540871127,120.87665,15.023357
126,0.193089088,120.895442,15.052602
127,0.089982885,120.900895,15.042632
128,0.819296686,120.883352,15.026695
129,0.034135033,120.856935,15.031022
130,0.251879089,120.8968,15.050743
131,0.036758006,120.911957,15.037902
132,0.133821252,120.893353,15.056398
133,0.540820729,120.876765,15.021297
134,0.055991985,120.913055,15.038823
135,0.053053393,120.90228,15.03322
136,0.060640403,120.902387,15.033198
137,0.033388759,120.902867,15.032337
138,0.271156769,120.855408,15.050572
139,0.491497055,120.874998,15.025352
140,0.744416256,120.87498,15.051977
141,0.309013125,120.858873,15.046462
142,0.612542343,120.902295,15.060473
143,0.015240231,120.910578,15.036353
144,0.771433992,120.862068,15.042442
145,0.10963759,120.897428,15.04122
146,0.289759518,120.891135,15.053822
147,0.069957408,120.902425,15.032865
148,0.215856954,120.85668,15.049128
149,0.145427051,120.893173,15.05636
150,0.017360542,120.904685,15.038597
151,0.441081608,120.899333,15.0602
152,0.262736649,120.895763,15.049428
153,0.274863889,120.85852,15.046818
154,0.615857477,120.897258,15.063062
155,0.701008116,120.882133,15.052827
156,0.11332649,120.89768,15.041607
157,0.063759744,120.858033,15.02648
158,0.115921709,120.907257,15.0276
159,0.113252336,120.897985,15.05787
160,0.332487999,120.86363,15.04023
161,0.014462052,120.907408,15.03654
162,0.491895184,120.873693,15.033665
163,0.731110856,120.880312,15.048532
164,0.84688999,120.878683,15.053432
165,0.116854264,120.856287,15.02816
166,0.125801619,120.896528,15.04539
167,0.062267049,120.843465,15.023942
168,0.063092375,120.85796,15.026057
169,0.031004666,120.90306,15.032802
170,0.192627865,120.893792,15.053305
171,0.435593381,120.889625,15.056663
172,0.204454763,120.89401,15.054208
173,0.420709575,120.889557,15.056562
174,0.483177868,120.871543,15.034568
175,0.257323575,120.855605,15.050328
176,0.659938082,120.873637,15.042058
177,0.030968102,120.856903,15.030733
178,0.228079419,120.897478,15.049748
179,0.062403879,120.905835,15.043105
180,0.172125546,120.894058,15.05446
181,0.080786189,120.846887,15.01573
182,0.073537955,120.856337,15.02835
183,0.03534554,120.903392,15.042042
184,0.110834292,120.897443,15.04118
185,0.055997982,120.902695,15.033047
186,0.086949881,120.860947,15.043915
187,0.073930874,120.902545,15.032922
188,0.036393321,120.834592,15.028733
189,0.019568519,120.85738,15.030787
190,0.022986214,120.902853,15.033715
191,0.734287912,120.884558,15.033
192,0.840392552,120.878558,15.053112
193,0.751713837,120.884408,15.033392
194,0.3437392,120.867583,15.02632
195,0.633256843,120.887448,15.03858
196,0.042799016,120.85835,15.02272
197,0.475787747,120.89244,15.038503
198,0.048984555,120.857905,15.025787
199,0.526229462,120.872503,15.037682
200,0.098879436,120.897305,15.040733
201,0.390895192,120.89363,15.038437
202,0.489123108,120.871525,15.034577
203,0.78845284,120.882955,15.049328
204,0.188831332,120.895028,15.053002
205,0.343958157,120.889745,15.055808
206,0.527156423,120.886013,15.04142
207,0.020244325,120.903957,15.038808
208,0.655322022,120.887187,15.03899
209,0.646685472,120.887603,15.039153
210,0.066455469,120.903478,15.03822
211,0.745787663,120.88436,15.033327
212,0.353414974,120.889953,15.055485
213,0.322818686,120.854587,15.051557
214,0.498646131,120.912443,15.046953
215,0.087281853,120.913757,15.039543
216,0.102540846,120.897273,15.040888
217,0.599088257,120.881553,15.05491
218,0.016813354,120.90643,15.03641
219,0.693530071,120.889803,15.055783
220,0.03826136,120.903858,15.041482
221,0.310750428,120.855113,15.051233
222,0.247957756,120.855728,15.050153
223,0.006533842,120.901235,15.038882
224,0.10549323,120.845025,15.01735
225,0.483309884,120.875877,15.034007
226,0.7219355,120.8746,15.03463
227,0.582315418,120.871877,15.03593
228,0.746411444,120.884497,15.032995
229,0.244615806,120.908645,15.045403
230,0.323785419,120.892068,15.037618
231,0.300813599,120.861655,15.04302
232,0.078278516,120.903552,15.043512
233,0.292100393,120.865407,15.036103
234,0.236053626,120.856663,15.049067
235,0.014934401,120.906672,15.03629
236,0.011774982,120.907705,15.036525
237,0.311814161,120.896873,15.050782
238,0.098107886,120.897343,15.040985
239,0.007358813,120.901277,15.038915
240,0.514540957,120.875522,15.033025
241,0.745957628,120.884515,15.03302
242,0.166189532,120.863607,15.03576
243,0.016740169,120.90741,15.036002
244,0.734545632,120.884318,15.033323
245,0.750488223,120.884395,15.03341
246,0.286765166,120.892188,15.037863
247,0.26468631,120.895625,15.039793
248,0.677512354,120.875763,15.017147
249,0.054694061,120.85847,15.022985
250,0.185438887,120.895317,15.052888
251,0.035537448,120.85741,15.02226
252,0.715633487,120.874987,15.049187
253,0.451829448,120.892448,15.0384
254,0.486692388,120.892348,15.03821
255,0.377411511,120.897797,15.06236
256,0.475384844,120.901817,15.062527
257,0.410785842,120.889572,15.056402
258,0.012996588,120.90478,15.037118
259,0.642615082,120.88768,15.039143
260,0.070993425,120.9079,15.036708
261,0.207832711,120.862568,15.03554
262,0.149667417,120.91536,15.040383
263,0.302774971,120.921935,15.044803
264,0.414977049,120.876082,15.025423
265,0.589830124,120.874827,15.033112
266,0.013034821,120.9025,15.035267
267,0.004093433,120.857905,15.026355
268,0.0470447,120.835207,15.031758
269,0.511562997,120.880707,15.046282
270,0.497429187,120.901077,15.06205
271,0.162979827,120.896753,15.041853
272,0.434641085,120.889515,15.056382
273,0.473872112,120.86655,15.021032
274,0.484310039,120.912515,15.046927
275,0.514002254,120.87638,15.02363
276,0.221670788,120.916413,15.040613
277,0.298442786,120.853277,15.055192
278,0.046318038,120.857717,15.021543
279,0.54361965,120.871863,15.036227
280,0.345908148,120.892048,15.053533
281,0.057729281,120.901443,15.041403
282,0.400747213,120.914318,15.04515
283,0.007788163,120.90924,15.034528
284,0.631968779,120.881675,15.053945
285,0.220604037,120.856955,15.048657
286,0.247918235,120.859208,15.046582
287,0.013667933,120.910302,15.036088
288,0.44290593,120.891253,15.037485
289,0.198214957,120.89855,15.048655
290,0.050929411,120.908812,15.028817
291,0.4665455,120.871202,15.03469
292,0.815472615,120.860907,15.043925
293,0.00844374,120.902703,15.038667
294,0.01961585,120.903762,15.03794
295,0.7946602,120.872488,15.037707
296,0.523678239,120.88588,15.041665
297,0.353284027,120.863647,15.040387
298,0.320776111,120.889815,15.055838
299,0.158171763,120.916572,15.038502
300,0.275277105,120.860967,15.043852
301,0.093714024,120.854653,15.019917
302,0.29170445,120.869052,15.035467
303,0.406093204,120.872223,15.03412
304,0.250661198,120.919195,15.041892
305,0.526059481,120.885993,15.041405
306,0.252883542,120.895903,15.049377
307,0.54452261,120.878223,15.043617
308,0.684146588,120.882113,15.052815
309,0.447420278,120.899333,15.062045
310,0.215639766,120.897582,15.049678
311,0.250864627,120.868685,15.035892
312,0.334601622,120.904783,15.027162
313,0.034915782,120.857685,15.021827
314,0.092502698,120.899167,15.041905
315,0.582444834,120.605932,14.982893
316,0.878246578,120.586535,14.90767
317,0.205910566,120.702893,14.980352
318,0.773912011,120.72103,14.959263
319,0.300691955,120.717793,14.950812
320,0.360482951,120.702925,14.980293
321,0.797758623,120.717573,14.947603
322,0.394428065,120.701005,14.980607
323,0.195474129,120.730877,14.952807
324,0.321570507,120.731762,14.962675
325,0.321144192,120.73503,14.974987
326,9.28e-09,120.698598,14.977805
327,0.168542707,120.733388,14.970942
328,0.21236419,120.699432,14.976273
329,0.627368591,120.717668,14.949475
330,0.248453092,120.701212,14.973987
331,0.40801262,120.70067,14.980012
332,0.351043796,120.71767,14.950042
333,0.372834454,120.702617,14.98071
334,0.442204684,120.729462,14.955945
335,0.240831895,120.70104,14.980363
336,0.634169457,120.699612,14.97838
337,0.089514268,120.699433,14.97753
338,0.543415484,120.733837,14.968367
339,0.219432622,120.700497,14.979698
340,0.522482913,120.700815,14.980215
341,0.453016153,120.736387,14.974712
342,0.78169555,120.712326,15.004561
343,0.764672085,120.63105,15.00655
344,0.813693841,120.5876095,14.93444135
345,1.81e-09,120.28,15.421
346,0.850472979,120.886513,15.041179
347,0.622244659,120.70649,14.984448
348,0.784895009,120.6241233,15.01341
349,0.727172891,120.730892,14.952857
