Farm_Id,Latitude,Longitude,Infected,Population,Species,Road,River,1km,3km,5km,10km
380,15.084975,120.978743,,20000,0,8.052064272,356.0603178,,,,
381,15.11175,121.059808,,22000,0,11.05272767,563.2369976,,,,
382,14.895037,120.834293,,8000,0,24.96127992,18.28039424,,,,
383,15.184527,121.032807,,1500,0,20.49215968,741.1759785,,,,
384,15.195108,121.044673,,2000,0,0.784787606,545.9143647,,,,
385,14.904683,120.743057,,30000,0,36.03336243,374.9616488,,,,
386,14.828817,121.039548,,48000,0,4.312595991,251.2789485,,,,
387,15.176418,121.04294,,30000,0,6.859537201,419.2369897,,,,
388,14.968505,120.863847,,16000,0,1.470092738,145.5263064,,,,
389,15.032962,120.974925,,99000,0,0.230827812,742.0491836,,,,
390,15.10078,120.994148,,250000,0,9.554626746,318.3575189,,,,
391,15.05924,120.976143,,69000,0,13.82828439,524.0222933,,,,
392,14.864588,120.84397,,85000,0,3.582948497,481.9928841,,,,
393,14.843008,120.937133,,200000,0,5.888360056,235.8157323,,,,
394,14.925428,120.983493,,210000,0,7.097688963,410.7158364,,,,
395,14.959765,120.879747,,12000,0,33.20990743,288.713721,,,,
396,15.190043,121.006678,,48000,0,3.132366849,213.7942198,,,,
397,15.196522,121.006475,,100000,0,0.725271379,304.8765124,,,,
398,14.946615,120.953447,,72000,0,9.857650324,899.8095215,,,,
399,14.82909,121.039012,,48000,0,2.782488621,227.8728738,,,,
400,14.870512,120.94209,,30000,0,4.49719597,516.4944022,,,,
401,15.184063,121.033377,,1800,0,2.127461474,661.6168828,,,,
402,15.041015,121.013015,,76000,0,2.412484325,629.3379465,,,,
403,14.855677,121.01385,,69000,0,1.848139749,412.1964336,,,,
404,14.840882,121.001558,,30000,0,0.682850377,106.6041964,,,,
405,14.845928,121.002593,,250000,0,1.947332506,326.3127183,,,,
406,15.129972,121.032273,,198000,0,24.60934597,681.9746728,,,,
407,14.855262,121.032533,,20000,0,7.173402304,344.7958897,,,,
408,14.808273,120.975015,,50000,0,11.37858277,176.0721314,,,,
409,14.889007,120.979845,,70000,0,0.042495217,257.0834419,,,,
410,14.823607,120.940817,,30000,0,14.00201575,350.6825682,,,,
411,14.836832,120.946487,,40000,0,1.735039423,233.4083572,,,,
412,14.858963,121.027278,,30000,0,36.28069499,42.37271423,,,,
413,14.844698,120.988377,,100000,0,3.299013514,163.6615999,,,,
414,15.003916,120.926494,,2000,0,198.8697473,587.3708924,,,,
415,15.016565,120.904057,,250000,0,41.30029395,103.1713951,,,,
416,14.821387,121.040193,,16000,0,19.51683075,175.023113,,,,
417,15.091117,120.9692,,60000,0,2.729723844,393.3825629,,,,
418,14.915618,121.092182,,148000,0,12.33534607,277.0163795,,,,
419,14.841643,120.957902,,16000,0,4.617889269,552.5272625,,,,
420,15.229925,121.073748,,120000,0,0.503225513,276.8372679,,,,
421,14.979442,121.019515,,250000,0,7.426241014,1459.537729,,,,
422,14.981445,121.032462,,100000,0,8.393520795,349.630178,,,,
423,14.856302,121.033322,,48000,0,4.190304776,457.22213,,,,
424,15.080898,120.908035,,40000,0,1.146947905,1292.869197,,,,
425,14.9673,120.945125,,99000,0,9.503732126,314.4797984,,,,
426,14.929352,120.947998,,5000,0,41.7120906,234.057001,,,,
427,15.056157,120.930455,,50000,0,1.23322718,1084.659299,,,,
428,14.84705,120.956835,,100000,0,11.62434717,512.3021001,,,,
429,14.978107,120.925622,,12000,0,1.213900956,324.9512571,,,,
430,14.985185,120.934988,,12000,0,2.705191938,688.1467311,,,,
431,15.232717,121.023788,,100000,0,26.00674002,547.6809965,,,,
432,14.867023,120.738148,,17000,0,65.41244751,196.1229484,,,,
433,15.074518,121.005762,,492000,0,2.900692565,222.2662282,,,,
434,14.950517,120.862135,,12000,0,41.92496727,250.8739741,,,,
435,15.220682,121.033992,,50000,0,9.626266245,221.7719347,,,,
436,14.795712,121.078947,,70000,0,2.088017812,623.2660752,,,,
437,14.908185,121.01296,,70000,0,238.7570898,899.3209253,,,,
438,14.804932,121.009365,,70000,0,6.0774597,349.6610099,,,,
439,14.897807,120.945123,,70000,0,6.838079657,425.5048879,,,,
440,14.907562,121.01287,,70000,0,240.9911465,857.018275,,,,
441,14.898445,121.020027,,70000,0,5.77450918,225.1576499,,,,
442,14.857208,120.78721,,100000,0,15.19623292,415.3238308,,,,
443,14.881637,120.92684,,69000,0,1.600547303,181.9620673,,,,
444,15.170318,121.027085,,16000,0,23.64384342,670.037712,,,,
445,15.087498,120.982917,,77000,0,4.756753115,190.1449482,,,,
446,14.930447,120.984533,,40000,0,32.90335142,287.1456695,,,,
447,14.922258,120.954828,,60000,0,3.850502309,184.0405004,,,,
448,14.886707,120.947877,,492000,0,1.538034615,32.01863864,,,,
449,14.897433,120.93869,,50000,0,5.364183492,292.4105321,,,,
450,14.906418,120.931002,,69000,0,0.0015635,528.0607132,,,,
451,14.841593,120.95778,,100000,0,10.23902478,566.7369486,,,,
452,14.92294,120.95419,,70000,0,11.63283441,137.9432478,,,,
453,14.901752,120.968257,,60000,0,1.683075698,914.6446943,,,,
454,14.8523,120.951567,,70000,0,1.644988847,252.2431719,,,,
455,15.196282,120.99736,,48000,0,0.273125021,295.5003604,,,,
456,15.15865,121.042527,,12000,0,0.788139639,194.016272,,,,
457,15.156228,121.04317,,250000,0,9.384344665,437.9044995,,,,
458,14.93045,120.980508,,36000,0,22.88355533,111.700414,,,,
459,15.232892,121.038528,,80000,0,42.55381856,345.6305079,,,,
460,15.144752,121.038462,,40000,0,14.72694888,177.3420223,,,,
461,14.905588,120.945247,,60000,0,1.981246996,338.8225285,,,,
462,14.910753,120.958018,,69000,0,5.813429617,79.02173014,,,,
463,14.930813,120.98499,,99000,0,4.284671882,346.0410097,,,,
464,15.0731,120.99573,,50000,0,8.709246077,255.5759516,,,,
465,14.813385,120.980763,,250000,0,3.954399733,386.8054399,,,,
466,15.031047,120.914047,,10000,0,7.636383797,470.7873945,,,,
467,15.1002,120.95954,,40000,0,2.951494425,179.5453462,,,,
468,15.169318,121.025382,,18000,0,3.125204591,658.5408351,,,,
469,15.090642,120.969317,,30000,0,7.005962965,417.1908743,,,,
470,15.202382,121.073712,,50000,0,4.642279257,410.2897737,,,,
471,15.235535,121.03298,,30000,0,10.22890893,250.9099085,,,,
472,14.966457,120.944478,,45000,0,2.486204898,430.852777,,,,
473,14.900025,121.02036,,250000,0,15.14585856,348.1695763,,,,
474,14.87567,120.959448,,48000,0,12.45535177,796.7275443,,,,
475,14.79413,121.044207,,36000,0,5.81493403,503.6979008,,,,
476,15.223588,121.004028,,5000,0,32.62072828,296.3678046,,,,
477,14.9904,120.991268,,180000,0,2.969023279,1444.803967,,,,
478,15.150088,121.039203,,69000,0,5.650690918,286.891875,,,,
479,14.977893,120.906768,,30000,0,0.324815146,5.11071389,,,,
480,14.895903,120.765385,,100000,0,0.117275325,181.0097599,,,,
481,14.873987,120.785847,,16000,0,1.927024682,150.8465601,,,,
482,14.994422,120.887038,,48000,0,0.283359251,66.50298541,,,,
483,14.893702,120.835578,,48000,0,59.68044576,154.3848092,,,,
484,15.084328,120.970087,,100000,0,1.551278495,973.7302016,,,,
485,15.034798,120.968625,,492000,0,6.199295054,204.70499,,,,
486,15.099543,120.970672,,48000,0,14.80184079,172.9102814,,,,
487,14.903168,120.838605,,250000,0,6.613471185,197.8315032,,,,
488,15.062007,120.979303,,60000,0,5.537124151,454.381051,,,,
489,15.104468,121.008133,,76000,0,5.091402424,306.4106928,,,,
490,14.886718,120.778937,,250000,0,3.851118174,681.6358924,,,,
491,14.894307,120.990568,,42000,0,4.895665352,774.4114323,,,,
492,14.88253,120.987418,,25000,0,9.298930968,244.5693664,,,,
493,14.911063,120.974442,,25000,0,1.744606121,303.4613001,,,,
494,14.87989,120.967497,,20000,0,2.315360654,387.1406859,,,,
495,14.874407,120.988233,,25000,0,17.46728655,577.3047719,,,,
496,14.9176,120.925063,,25000,0,13.75449195,132.2474415,,,,
497,14.950698,120.859733,,25000,0,0.577385806,154.4083856,,,,
498,15.074465,120.990823,,69000,0,0.252458303,367.2017159,,,,
499,14.801105,121.07737,,50000,0,1.12423749,58.60411805,,,,
500,14.816977,121.084147,,80000,0,27.74684738,264.2137384,,,,
501,15.063485,120.934798,,12000,0,53.95942281,337.1881146,,,,
502,14.921502,120.759275,,492000,0,25.74083815,501.0752238,,,,
503,14.905098,120.953113,,40000,0,1.339605633,90.89104735,,,,
504,14.905077,120.953088,,492000,0,0.209879748,91.76332843,,,,
505,14.89863,120.952472,,250000,0,1.141664336,423.1037529,,,,
506,14.904485,120.935317,,250000,0,4.780106196,27.44766773,,,,
507,15.065218,120.928162,,99000,0,8.159648123,491.1978486,,,,
508,15.07069,120.971527,,48000,0,2.87264246,230.3570902,,,,
509,15.071607,120.928693,,250000,0,13.13386865,64.36384004,,,,
510,15.0698,120.97102,,16000,0,54.03802619,117.8333458,,,,
511,14.789398,120.932935,,1800,0,5.120523934,29.62445578,,,,
512,15.032537,120.960463,,30000,0,8.930062643,93.03891225,,,,
513,14.862725,121.005253,,250000,0,3.401049484,558.0535389,,,,
514,14.859568,121.005013,,60000,0,14.78339695,369.1088422,,,,
515,15.04066,120.949228,,12000,0,14.40336123,72.64115624,,,,
516,14.965078,120.858755,,3000,0,4.788677218,276.3784298,,,,
517,15.015017,120.916783,,2000,0,72.85935529,450.6147429,,,,
518,14.960868,120.98309,,50000,0,36.74828447,1107.129713,,,,
519,14.985092,120.87066,,23000,0,2.66206178,235.0096881,,,,
520,14.952662,120.730935,,7200,0,2.277583659,446.486908,,,,
521,14.93403,120.760615,,135000,0,20.95992619,231.5088342,,,,
522,14.930302,120.745557,,30000,0,16.58166286,67.88128679,,,,
523,14.963272,120.840408,,10000,0,1.718311982,869.7422962,,,,
524,14.962425,120.833152,,100000,0,0.555690099,600.7816894,,,,
525,14.948032,120.765037,,30000,0,28.03539653,260.9554845,,,,
526,14.934375,120.760988,,18000,0,60.23703084,209.7812691,,,,
527,15.175993,120.782155,,13000,0,4.153278862,929.4732598,,,,
528,15.171018,120.782812,,60000,0,4.247082553,435.8562155,,,,
529,15.181167,120.6869,,36000,0,8.330953434,355.2337813,,,,
530,15.154827,120.715373,,40000,0,5.182147392,325.5359894,,,,
531,15.131512,120.738237,,35000,0,1.069676033,504.1707483,,,,
532,15.149727,120.709212,,108000,0,2.551433284,509.4906183,,,,
533,15.172872,120.78189,,15000,0,7.32394218,598.1802148,,,,
534,15.13068,120.741045,,10000,0,4.302624174,430.5957377,,,,
535,15.181752,120.688655,,8000,0,0.163572249,268.9473591,,,,
536,15.193148,120.811283,,20000,0,11.50712098,620.4158722,,,,
537,15.172032,120.782332,,16000,0,8.240255243,525.4747735,,,,
538,15.13859,120.726815,,60000,0,5.669930322,487.6708868,,,,
539,15.14109,120.726777,,36000,0,1.784781647,335.0250366,,,,
540,15.125512,120.74109,,40000,0,3.813921918,704.2913846,,,,
541,15.171547,120.782528,,18000,0,1.766812403,481.4478391,,,,
542,15.030082,120.647853,,72000,0,2.027094679,478.8991509,,,,
543,15.058792,120.596973,,210000,0,1.989287914,1309.303867,,,,
544,14.99927,120.661285,,5000,1,1.755797,101.5309438,,,,
545,15.04004,120.623367,,45000,0,4.225940104,764.9178221,,,,
546,15.040515,120.622668,,102000,0,5.072835391,829.8510305,,,,
547,15.038388,120.631398,,40000,0,1.118466625,219.7497974,,,,
548,15.039945,120.642548,,15000,0,9.07115247,369.3732927,,,,
549,15.037232,120.653152,,63000,0,4.306619202,823.0602192,,,,
550,15.057583,120.635985,,4000,1,3.99308227,160.4361777,,,,
551,15.037528,120.653637,,60000,0,1.66872089,773.1890322,,,,
552,15.031818,120.646275,,7200,0,1.785712155,327.9049256,,,,
553,15.0321,120.646155,,30000,0,2.198657727,326.8734022,,,,
554,15.04256,120.905645,,3000,1,44.04073535,47.58611997,,,,
555,15.042258,120.862265,,3000,1,4.924584084,73.55575068,,,,
556,15.051253,120.896808,,5000,1,0.258136463,223.7923526,,,,
557,15.09746,120.760242,,7000,0,13.58477015,773.6639791,,,,
558,15.03284,120.906687,,2500,1,37.96649436,950.741189,,,,
559,15.024585,120.876243,,3000,1,1.943219926,779.8923366,,,,
560,15.038127,120.902815,,6000,1,80.57515922,434.274753,,,,
561,15.02717,120.904785,,10000,0,1.313340856,310.5515419,,,,
562,15.026252,120.857892,,3000,1,4.182089754,937.6654676,,,,
563,15.026295,120.858022,,2000,1,10.37572367,935.0148024,,,,
564,15.037678,120.920073,,5000,1,21.69745535,552.8309687,,,,
565,15.114618,120.915998,,48000,0,1.463142288,43.80250041,,,,
566,15.048998,120.898018,,6000,1,0.004157957,2.841593886,,,,
567,15.041263,120.873423,,3000,1,2.073239498,4.281829646,,,,
568,15.025578,120.876747,,2000,1,0.622620222,707.5172842,,,,
569,15.041062,120.886152,,3500,1,0.419420973,141.4858903,,,,
570,15.041438,120.873477,,4000,1,0.436837977,2.6353282,,,,
571,15.114597,120.820768,,6000,1,50.54024102,101.0687963,,,,
572,15.023922,120.876512,,4000,1,1.687137338,704.9317875,,,,
573,15.04512,120.881092,,5000,1,0.431916853,352.122925,,,,
574,15.022452,120.85876,,6000,1,20.08113398,540.8931242,,,,
575,15.04206,120.87359,,3500,1,2.921139687,7.733961496,,,,
576,15.037348,120.872307,,4000,1,1.512873385,3.905109565,,,,
577,15.042553,120.873752,,2600,1,1.314842186,4.307716504,,,,
578,15.040422,120.863525,,2000,1,7.808313782,103.5081856,,,,
579,15.043552,120.904175,,3000,1,4.519734153,123.5815412,,,,
580,15.035328,120.890738,,3000,1,10.08785845,77.78867395,,,,
581,15.038132,120.903788,,200000,0,32.1545437,449.4507941,,,,
582,15.041293,120.89597,,5000,1,88.33420813,18.56097288,,,,
583,15.043187,120.861002,,6000,1,40.55249804,115.0688481,,,,
584,15.170512,120.904567,,4000,1,0.671862666,50.24015613,,,,
585,15.036135,120.865375,,4100,1,2.904685629,184.3036454,,,,
586,15.033033,120.884437,,4500,1,3.821906042,61.32122821,,,,
587,15.07536,120.817142,,3000,1,3.340737185,73.36569237,,,,
588,15.031495,120.835648,,3600,1,0.485634959,378.6502447,,,,
589,15.051563,120.896312,,4000,1,1.060041609,247.5812598,,,,
590,15.038757,120.872855,,6000,1,0.128083382,4.836554167,,,,
591,15.057697,120.8679,,4000,1,16.33015492,740.7981716,,,,
592,15.048435,120.883093,,4000,1,8.501669948,33.14304256,,,,
593,15.035135,120.90314,,3600,1,1.284724497,762.0407563,,,,
594,15.048868,120.857103,,5000,1,22.23100887,44.51266324,,,,
595,15.030775,120.857313,,3000,1,46.5250042,1225.584328,,,,
596,15.086833,120.807992,,2100,1,15.40736718,665.7185299,,,,
597,15.031455,120.835812,,3000,1,0.600184708,396.7179599,,,,
598,15.042788,120.899957,,5000,1,0.52669196,59.70834421,,,,
599,15.05165,120.895107,,3000,1,26.54184719,232.953909,,,,
600,15.052885,120.895093,,2500,1,4.610816315,366.702521,,,,
601,15.025518,120.87046,,3000,1,1.317240069,1029.841685,,,,
602,15.022515,120.858607,,3000,1,4.956385326,557.2714458,,,,
603,15.051217,120.882593,,3000,1,0.369707955,24.86835141,,,,
604,15.039588,120.88691,,3000,1,4.504355634,8.323662698,,,,
605,15.042235,120.872157,,4000,1,24.80396829,161.8670104,,,,
606,15.08798,120.818092,,5000,1,145.7381661,268.9234357,,,,
607,15.042075,120.87919,,2500,1,5.009870406,575.3669781,,,,
608,15.03101,120.856997,,3200,1,9.014650261,1237.569569,,,,
609,15.035485,120.861982,,4000,1,2.065762527,516.8300105,,,,
610,15.021998,120.876767,,3000,1,21.51434886,491.4005827,,,,
611,15.026557,120.857835,,3000,1,4.794897471,970.1069341,,,,
612,15.035335,120.861272,,4000,1,75.38706996,591.3001045,,,,
613,15.046353,120.898797,,2600,1,8.041856198,225.9133852,,,,
614,15.170783,120.905562,,3000,1,7.891862681,35.5010712,,,,
615,15.04937,120.89589,,4000,1,1.066941215,0.721761962,,,,
616,15.059612,120.901555,,6000,1,2.94964357,30.95296358,,,,
617,15.025448,120.86896,,5000,1,9.51760808,974.8593015,,,,
618,15.064258,120.8976,,3000,1,1.242206844,561.2259985,,,,
619,15.034987,120.873442,,3000,1,5.906750661,13.02504311,,,,
620,15.04408,120.86087,,4000,1,8.174924985,64.25852562,,,,
621,15.059023,120.89617,,5000,1,0.865220245,9.125380201,,,,
622,15.023357,120.87665,,3000,1,12.43267312,641.9500738,,,,
623,15.052602,120.895442,,2600,1,3.998407357,343.1520371,,,,
624,15.042632,120.900895,,5000,1,4.767782356,66.5504096,,,,
625,15.026695,120.883352,,3000,1,5.546094597,9.873141329,,,,
626,15.031022,120.856935,,5000,1,2.2235372,1242.248546,,,,
627,15.050743,120.8968,,6000,1,4.81993133,168.1849687,,,,
628,15.037902,120.911957,,3000,1,4.193503174,656.4856353,,,,
629,15.056398,120.893353,,6000,1,0.974747293,258.2659796,,,,
630,15.021297,120.876765,,4000,1,10.45828341,413.8387167,,,,
631,15.038823,120.913055,,6000,1,0.6571322,593.063223,,,,
632,15.03322,120.90228,,5000,1,22.90001091,784.0213173,,,,
633,15.033198,120.902387,,4000,1,12.27601422,786.0342923,,,,
634,15.032337,120.902867,,5000,1,88.89071087,718.6893538,,,,
635,15.089652,120.804492,,3000,1,1.750273303,346.8238169,,,,
636,15.050572,120.855408,,3000,1,2.661391423,60.51665941,,,,
637,15.025352,120.874998,,72000,0,0.670607472,841.6325647,,,,
638,15.051977,120.87498,,2500,1,1.950606068,282.7707914,,,,
639,15.046462,120.858873,,3000,1,1.474848492,65.33462893,,,,
640,15.114853,120.82226,,3000,1,48.73723443,263.9306071,,,,
641,15.115827,120.821592,,2400,1,14.61136227,212.8141112,,,,
642,15.060473,120.902295,,3000,1,6.37685691,32.38226347,,,,
643,15.036353,120.910578,,4000,1,1.383712001,807.9274145,,,,
644,15.090888,120.805937,,3000,1,7.317283947,264.2275134,,,,
645,15.042442,120.862068,,32700,0,0.458117139,77.32195776,,,,
646,15.04122,120.897428,,2500,1,47.75359115,35.389018,,,,
647,15.053822,120.891135,,3000,1,16.63438807,55.88078913,,,,
648,15.032865,120.902425,,2500,1,25.86700063,752.9749592,,,,
649,15.049128,120.85668,,3000,1,5.070955348,61.78824888,,,,
650,15.05636,120.893173,,3000,1,1.102435598,246.4697718,,,,
651,15.038597,120.904685,,2500,1,10.29017333,393.9182835,,,,
652,15.0602,120.899333,,3400,1,1.183511676,135.8219852,,,,
653,15.049428,120.895763,,2500,1,2.764929538,4.488994843,,,,
654,15.046818,120.85852,,3000,1,3.670422777,69.67751319,,,,
655,15.063062,120.897258,,4000,1,30.76240292,425.3096704,,,,
656,15.052827,120.882133,,2500,1,1.767271582,17.80952352,,,,
657,15.041607,120.89768,,2500,1,44.52373591,38.46254813,,,,
658,15.02648,120.858033,,1500,1,4.119155113,952.4656661,,,,
659,15.0276,120.907257,,5000,1,21.59097374,406.8428774,,,,
660,15.05787,120.897985,,3000,1,2.693761491,43.56904537,,,,
661,15.04023,120.86363,,2500,1,11.22749089,108.8890894,,,,
662,15.03654,120.907408,,2600,1,15.31137125,695.63188,,,,
663,15.033665,120.873693,,3000,1,1.0479256,65.71597276,,,,
664,15.048532,120.880312,,1500,1,1.467266118,314.4358964,,,,
665,15.053432,120.878683,,2500,1,0.732479742,5.111048192,,,,
666,15.02816,120.856287,,12000,0,26.3457806,1200.514304,,,,
667,15.04539,120.896528,,3000,1,2.698005167,333.1141719,,,,
668,15.023942,120.843465,,3400,1,10.47312106,596.9722942,,,,
669,15.026057,120.85796,,3500,1,0.386682981,915.301337,,,,
670,15.133755,120.901117,,3000,1,6.017283505,0.521531306,,,,
671,15.032802,120.90306,,6000,1,63.89534937,774.0129756,,,,
672,15.053305,120.893792,,3000,1,4.049484373,346.7148089,,,,
673,15.134742,120.909522,,2000,1,1.490120592,41.86969896,,,,
674,15.056663,120.889625,,1200,1,2.227178023,14.36035126,,,,
675,15.054208,120.89401,,1200,1,5.921550128,362.4397645,,,,
676,15.056562,120.889557,,3000,1,7.253978037,3.624413729,,,,
677,15.034568,120.871543,,3000,1,6.491860507,72.09502761,,,,
678,15.050328,120.855605,,1500,1,2.859986994,62.344266,,,,
679,15.042058,120.873637,,1200,1,2.067598005,2.780135571,,,,
680,15.030733,120.856903,,1600,1,3.696660416,1263.694684,,,,
681,15.049748,120.897478,,3000,1,3.83455005,73.77699097,,,,
682,15.043105,120.905835,,1500,1,10.42139958,50.13450819,,,,
683,15.05446,120.894058,,3000,1,5.296865495,367.183031,,,,
684,15.01573,120.846887,,4000,1,11.73693851,133.5966265,,,,
685,15.02835,120.856337,,38000,0,7.206850525,1221.786074,,,,
686,15.042042,120.903392,,5000,1,44.28775337,57.17519172,,,,
687,15.04118,120.897443,,3200,1,44.68757013,37.82727509,,,,
688,15.033047,120.902695,,4000,1,17.41946027,782.5025936,,,,
689,15.043915,120.860947,,152000,0,3.666077102,69.23622225,,,,
690,15.032922,120.902545,,2000,1,16.71913568,763.5851594,,,,
691,15.028733,120.834592,,1600,1,14.83783668,350.9944469,,,,
692,15.030787,120.85738,,3000,1,53.4476285,1219.051058,,,,
693,15.033715,120.902853,,1800,1,49.76932337,857.3525422,,,,
694,15.033,120.884558,,2000,1,7.938470252,68.32440149,,,,
695,15.053112,120.878558,,2500,1,5.612647356,0.651537188,,,,
696,15.033392,120.884408,,3400,1,2.652532318,22.35679711,,,,
697,15.02632,120.867583,,2500,1,17.11755136,965.5910386,,,,
698,15.03858,120.887448,,2600,1,9.548289479,39.03878404,,,,
699,15.02272,120.85835,,1800,1,18.68547112,592.7901903,,,,
700,15.038503,120.89244,,3000,1,36.30259264,16.62074891,,,,
701,15.025787,120.857905,,2000,1,10.96784408,892.5570772,,,,
702,15.037682,120.872503,,3400,1,1.84642332,3.088005039,,,,
703,15.040733,120.897305,,3200,1,30.07786784,35.79815508,,,,
704,15.038437,120.89363,,1400,1,11.93710549,94.38896984,,,,
705,15.034577,120.871525,,2000,1,6.67201387,72.00380854,,,,
706,15.049328,120.882955,,1600,1,1.719112163,17.13230627,,,,
707,15.053002,120.895028,,2500,1,0.580006899,378.0068123,,,,
708,15.055808,120.889745,,2000,1,4.175574141,7.264843054,,,,
709,15.04142,120.886013,,3100,1,3.719180299,137.1706187,,,,
710,15.038808,120.903957,,1500,1,17.83200312,373.2165989,,,,
711,15.03899,120.887187,,2500,1,2.861465061,20.60728779,,,,
712,15.039153,120.887603,,1000,1,4.692336456,68.10921991,,,,
713,15.03822,120.903478,,40000,0,23.40050161,444.0186441,,,,
714,15.033327,120.88436,,3600,1,4.079724056,28.11318014,,,,
715,15.055485,120.889953,,1900,1,1.391660841,2.946375648,,,,
716,15.051557,120.854587,,2400,1,5.360034049,59.27238669,,,,
717,15.046953,120.912443,,3500,1,2.656731249,92.65072893,,,,
718,15.039543,120.913757,,4000,1,3.238066427,558.6516442,,,,
719,15.040888,120.897273,,2900,1,47.20338318,26.13900008,,,,
720,15.05491,120.881553,,3000,1,8.731502321,244.3618892,,,,
721,15.03641,120.90643,,2000,1,30.64278922,669.8046869,,,,
722,15.055783,120.889803,,37000,0,0.398117293,2.88671973,,,,
723,15.131775,120.898077,,36000,0,4.531361225,26.2057326,,,,
724,15.041482,120.903858,,1900,1,3.283567056,83.43465048,,,,
725,15.051233,120.855113,,3000,1,17.7463014,37.6486112,,,,
726,15.167977,120.910613,,4000,1,0.549371117,37.17104489,,,,
727,15.050153,120.855728,,2500,1,4.542681314,65.13550909,,,,
728,15.038882,120.901235,,2400,1,151.7209001,323.5780919,,,,
729,15.01735,120.845025,,2000,1,6.057758965,60.31315876,,,,
730,15.034007,120.875877,,3000,1,3.165350439,10.86558097,,,,
731,15.03463,120.8746,,1900,1,0.412137801,4.765105373,,,,
732,15.03593,120.871877,,3000,1,2.959839504,6.626649804,,,,
733,15.032995,120.884497,,1900,1,1.436991933,67.29991911,,,,
734,15.045403,120.908645,,2000,1,0.444909157,100.9729277,,,,
735,15.037618,120.892068,,2500,1,29.77395158,31.28294418,,,,
736,15.04302,120.861655,,110000,0,4.012802252,71.89615659,,,,
737,15.043512,120.903552,,1700,1,5.782573491,78.34634668,,,,
738,15.036103,120.865407,,300,1,1.382951722,185.2068216,,,,
739,15.049067,120.856663,,1200,1,0.596006334,67.45384115,,,,
740,15.03629,120.906672,,2000,1,43.14715589,690.9647869,,,,
741,15.036525,120.907705,,3000,1,16.63842638,710.7368496,,,,
742,15.050782,120.896873,,2500,1,4.019138076,173.8842688,,,,
743,15.040985,120.897343,,3000,1,50.49383758,31.44891001,,,,
744,15.038915,120.901277,,4000,1,145.9430182,320.1603434,,,,
745,15.033025,120.875522,,2500,1,3.04842017,47.41461747,,,,
746,15.03302,120.884515,,1600,1,3.97813307,65.07410803,,,,
747,15.03576,120.863607,,4000,1,0.801392206,354.0795562,,,,
748,15.036002,120.90741,,3000,1,7.126340156,750.4192228,,,,
749,15.033323,120.884318,,4000,1,8.570897719,26.78172779,,,,
750,15.03341,120.884395,,4200,1,1.771621585,20.08954448,,,,
751,15.037863,120.892188,,3000,1,29.02666552,26.28947269,,,,
752,15.039793,120.895625,,1600,1,1.28572638,64.81813787,,,,
753,15.017147,120.875763,,1500,1,16.33853817,106.236903,,,,
754,15.022985,120.85847,,3000,1,1.16724641,605.5198469,,,,
755,15.052888,120.895317,,2000,1,1.377881115,371.7476323,,,,
756,15.02226,120.85741,,3000,1,2.992351733,575.197382,,,,
757,15.049187,120.874987,,4200,1,1.341373776,68.61347441,,,,
758,15.0384,120.892448,,3500,1,42.7997686,22.40995524,,,,
759,15.03821,120.892348,,2000,1,30.32801532,22.00890854,,,,
760,15.06236,120.897797,,3000,1,2.202534119,360.1707935,,,,
761,15.062527,120.901817,,3000,1,0.018735096,138.5257323,,,,
